"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","92/5608","133/9447",0.691729323308271,1.16525800950307,2.31973907575107,0.0119371414685871,0.0306070816824871,0.0144841642422812,"GNAQ/PPP2R2C/GNGT1/GRIA1/GNG4/CALM1/ARRB1/CREB3L4/ARRB2/PPP2CB/KIF5A/GNAI2/PPP3CC/GNB3/SLC6A3/GNG11/FOS/CALML6/KCNJ5/PPP2R3B/MAOB/CAMK2A/CALML5/CAMK2B/GNGT2/PPP2R5A/PRKCG/GNG2/CALY/GNG7/CREB3L2/AKT3/SCN1A/CACNA1B/KCNJ6/MAPK13/PRKACA/TH/GNB5/PPP2R5B/KIF5C/ATF6B/PLCB1/GRIA4/SLC18A2/GNG3/PPP2R3A/GRIA2/PPP2R1B/PRKCB/CACNA1C/MAPK10/GNG13/PPP1CA/MAOA/ITPR1/GRIN2A/DRD4/PLCB3/PPP2R5E/GNAS/GNB4/DDC/MAPK11/MAPK12/GSK3A/ATF2/GNAO1/PPP1CC/CALML4/PLCB2/GSK3B/CREB5/PPP1R1B/COMT/PLCB4/PPP3CB/PPP2R2D/AKT2/PPP3CA/BMAL1/CREB3L1/PPP2R5D/GNAI1/CREB3/CREB3L3/PRKCA/PPP2R5C/GNG5/GNG8/ITPR3/CLOCK",92
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","29/5608","37/9447",0.783783783783784,1.32032906658442,2.35950724709414,0.0119958591032226,0.0306070816824871,0.0144841642422812,"AOC3/HGD/ADH1B/ALDH3B2/IL4I1/MAOB/GOT1/TPO/GOT2/FAHD1/ADH1A/TH/GSTZ1/AOX1/ALDH3A1/ALDH3B1/TYRP1/MAOA/PNMT/ADH4/TAT/DDC/ADH1C/ADH5/HPD/AOC2/COMT/ADH6/FAH",29
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","29/5608","37/9447",0.783783783783784,1.32032906658442,2.35950724709414,0.0119958591032226,0.0306070816824871,0.0144841642422812,"HBA2/HBB/HBA1/GNAQ/SELE/IL6/THOP1/PRKCG/MYD88/F2RL1/LAMA4/ICAM1/KNG1/APOA1/IL1B/PLCB1/IFNG/PRKCB/IDO2/IL12B/PLCB3/IL12A/PLCB2/FAS/VCAM1/PLCB4/IL18/HPR/PRKCA",29
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","70/5608","99/9447",0.707070707070707,1.19110145679333,2.31015521462971,0.012522985742555,0.031488956903381,0.014901493332102,"HBEGF/DLL3/NOTCH4/E2F2/E2F3/ADCY4/CDKN2A/GPER1/BIK/SHC3/PIK3R1/E2F1/ADCY9/NOTCH1/MMP9/FOS/JUN/CYP2D6/RPS6KB2/SHC1/CDKN1A/ADCY8/CDK4/ERBB2/AKT3/DLL4/RPS6KB1/MAPK13/PIK3R3/PRKACA/NOTCH3/CDKN2C/KRAS/SRC/CARM1/PTK2/MTOR/PIK3R2/MAPK3/ABCB11/TP53/MAPK10/GRB2/RB1/GNAS/ESR1/MAPK11/MAPK12/MED1/DLL1/SOS2/MAPK1/ADCY7/BAX/AKT2/NCOA3/JAG1/ARAF/NCOR1/CDKN1B/EGFR/NRAS/PIK3CA/SHC2/RAF1/ESR2/MMP2/MAP2K2/HRAS/JAG2",70
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","70/5608","99/9447",0.707070707070707,1.19110145679333,2.31015521462971,0.012522985742555,0.031488956903381,0.014901493332102,"SGCG/TNNC1/ITGA11/ACE/DES/ITGA8/IL6/EDN1/SGCA/ATP2A1/CAV3/CACNA1S/AGT/SGCB/CACNB3/CACNA2D2/MYL3/ATP2A2/ITGB4/CACNG5/MYH6/ITGA2/TNNI3/ITGAV/SLC8A3/SGCE/CACNB4/PRKAA2/MYH7/ITGA1/SLC8A1/ITGB8/ITGA10/DMD/SLC8A2/TGFB2/SNTB2/SGCD/SNTA1/LAMA2/ITGB3/TNNT2/NOS1/TPM4/LMNA/CACNA1C/TGFB1/ITGA5/PRKAB2/CACNG6/RYR2/CACNB1/ITGA9/CACNG1/ATP2A3/ACTG1/LAMA1/CACNA2D3/PRKAA1/CACNG4/TPM3/PRKAG1/ITGB5/SSPN/ACTC1/ITGA4/CACNG8/TPM1/ITGB7/CACNA1F",70
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","39/5608","52/9447",0.75,1.26341833095578,2.30206822461022,0.0135740308546746,0.0338862496875689,0.0160359622364955,"PSAT1/CDO1/LDHA/DNMT3B/IL4I1/GCLC/DNMT3A/GSS/SRM/BHMT2/AHCY/GOT1/CTH/MDH2/ENOPH1/APIP/SMS/DNMT1/GOT2/KYAT1/BHMT/LDHB/GCLM/SDSL/AMD1/SDS/CBS/MAT1A/GNMT/LACC1/MRI1/TAT/MAT2B/PHGDH/LOC102724560/BCAT1/LDHAL6B/MTAP/LDHC",39
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","158/5608","238/9447",0.663865546218487,1.11831986717654,2.2343892464231,0.0144237758741058,0.0357503587736764,0.0169181130553421,"MMP1/FGB/HBEGF/VWF/SELP/CSF3/C5AR1/MASP1/ACE/IRAK1/MMP3/CFD/IKBKE/RPS10/IL6/TLR4/MX2/F2/PIK3R1/TLR8/C1QA/C1QB/RPL17/CCL2/FOS/RPL36A/FGA/CFB/JUN/RPS17/NFKBIA/RPL3L/RPL22L1/CYBB/PRKCG/IRF3/ADAR/AGTR1/ISG15/OAS1/C7/RPL37/MYD88/C8B/CASP1/STAT2/RPS2/C1QC/C8G/IL6R/IRF9/C6/JAK1/OAS3/IL6ST/TRAF6/MAPK13/PIK3R3/STAT1/CGAS/NLRP3/FCGR2A/TLR7/RPLP0/RPL26L1/RPL8/IL1B/PIK3R2/MAPK3/RPL12/PLCG2/C3AR1/RPS18/RPL38/IKBKB/PRKCB/MAPK10/RPS19/RPL39/RPS7/STAT3/STING1/C2/RPL30/TLR3/CXCL10/RPS8/RPL23A/RPL37A/IL12B/RPS16/RPS21/MAPK11/MAPK12/TMPRSS2/TAB2/RPL36/RPL7/IL12A/RPL19/IRAK4/MASP2/IFNAR2/NFKB1/SYK/RPS5/RPL6/MX1/TYK2/MAP3K7/TLR2/RPL29/MAPK1/TBK1/RPS24/RPSA/RPL10A/RPL27A/FGG/RPL21/RPL18A/RPL35/RPS15A/RPL28/ADAM17/EIF2AK2/RPL18/RPL13A/RPS26/RPL24/RPL4/RPS27L/RPL7A/RPL10/C9/RPS3/RPL13/RPS4X/RPL41/RPLP1/C8A/MAVS/PRKCA/RPS27/RPLP2/EGFR/IL2/PIK3CA/RPL27/RPL35A/RPL31/RPL14/RPL15/CSF2/RPS29/RPS27A/RPS15/RPL32",158
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","117/5608","173/9447",0.676300578034682,1.13926739670001,2.23438434729977,0.0147022383740777,0.0361821043674111,0.0171224276696985,"TMPRSS4/KPNA2/PRSS3/PRSS2/IKBKE/IL6/KPNA7/TLR4/PRSS1/IL33/XPO1/MX2/SOCS3/IRF7/PIK3R1/CASP3/TMPRSS11D/RAE1/CCL2/IFNGR1/TPSAB1/NFKBIA/TPSB2/CPSF4/BAK1/IRF3/VDAC1/ADAR/CALCOCO2/OAS1/MYD88/PABPN1/CDK4/CASP1/STAT2/IFNGR2/AKT3/TRIM25/JAK2/IRF9/HLA-DRA/NXF3/HLA-DPA1/JAK1/OAS3/HLA-DOA/PIK3R3/TNFRSF10A/HLA-DPB1/STAT1/HLA-DRB1/ICAM1/FADD/CASP8/HLA-DRB5/DNAJB1/CYCS/NLRP3/TLR7/KPNA5/BCL2L2-PABPN1/SLC25A4/CCND3/IL1B/PIK3R2/MAPK3/TRADD/HLA-DQA1/IL1A/IFNG/IKBKB/PRKCB/HLA-DQB1/TPSD1/TLR3/CXCL10/IL12B/HLA-DMA/RAB11A/TNFSF10/HLA-DMB/TMPRSS2/IL12A/NXT2/IRAK4/IFNAR2/TNFRSF10B/NFKB1/ACTG1/MX1/NXT1/TYK2/FAS/MAPK1/TBK1/TICAM1/DNAJC3/RSAD2/RAB11B/IL18/EIF2AK2/BAX/AKT2/SLC25A5/EP300/CIITA/PYCARD/BID/HLA-DOB/MAVS/PRKCA/RNASEL/PIK3CA/KPNA6/RAF1/MAP2K2/EIF2S1",117
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","115/5608","170/9447",0.676470588235294,1.13955378870521,2.21912226563209,0.015313549591753,0.0373993962325986,0.0176984857038841,"GSTM5/TERT/WNT3A/E2F2/TGFBR2/E2F3/WNT3/NQO1/CDKN2A/GADD45B/GAB1/FZD4/SHC3/PIK3R1/ACTL6A/E2F1/SMARCA2/WNT9A/RPS6KB2/SHC1/WNT2B/FZD9/BAK1/PRKCG/TGFA/CDKN1A/NFE2L2/CDK4/TXNRD1/GSTA3/APC/WNT10A/WNT6/SMARCB1/AKT3/WNT7A/SMARCC1/FZD3/AXIN1/MGST1/LEF1/RPS6KB1/DVL3/WNT16/PIK3R3/FZD5/HMOX1/WNT2/MET/WNT10B/KRAS/GSTA4/DPF1/TGFB2/SMAD4/WNT8B/AXIN2/MTOR/SMARCD2/PIK3R2/MAPK3/WNT11/PLCG2/DVL1/WNT5B/TP53/ELK1/PRKCB/TGFB1/GSTO1/GRB2/RB1/FZD10/PTEN/HGF/SMARCA4/WNT1/WNT7B/GADD45G/PHF10/FRAT1/TCF7L2/SMARCD1/FZD7/ACTG1/WNT9B/GSTP1/GSK3B/SOS2/MAPK1/GADD45A/FZD8/MGST3/FRAT2/GSTM3/TCF7L1/DVL2/ARID1A/BAX/AKT2/FZD6/PBRM1/POLK/LRP5/ARAF/PRKCA/EGFR/NRAS/PIK3CA/SHC2/RAF1/CTNNB1/MYC/MAP2K2/HRAS",115
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","78/5608","112/9447",0.696428571428571,1.17317416445894,2.22819845180212,0.0154124313004657,0.0373993962325986,0.0176984857038841,"LDLR/IRAK1/ALOX5/TLR4/PPIF/LAMB2/GNAI2/LAMC3/CASP3/PIK3R5/IFNGR1/NFKBIA/MYD88/LAMA4/IFNGR2/AKT3/JAK2/HLA-DRA/HLA-DPA1/JAK1/TRAF6/MAPK13/HLA-DOA/HLA-DPB1/STAT1/LAMB3/HLA-DRB1/CASP8/HSPA6/HLA-DRB5/CYCS/TGFB2/HSPA1B/LAMA2/IL10RA/HSPA1L/MAPK3/MAP2K6/HLA-DQA1/IFNG/IKBKB/MAPK10/XIAP/MAP2K3/TGFB1/HSPA1A/STAT3/PIK3CG/HLA-DQB1/IL12B/HLA-DMA/LAMC2/MAPK11/MAPK12/HLA-DMB/TAB2/IL12A/IRAK4/LAMB4/LAMA3/CD40LG/NFKB1/GNAO1/TYK2/MAP3K7/TLR2/LAMA1/MAPK1/CD40/PDPK1/AKT2/CIITA/GNAI1/HLA-DOB/HSPA8/NOS2/TAB1/BIRC3",78
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","137/5608","205/9447",0.668292682926829,1.12577763473783,2.20047424081317,0.0158795128947165,0.0378630523365013,0.0179179013028794,"AGER/SLC2A1/COX7A1/TGFBR2/COX4I2/COL1A1/CD36/COL3A1/ACE/GAPDH/GFPT1/NCF2/PARP1/PDK4/COX6B2/PPIF/NDUFA13/ATP2A1/PIK3R1/TBC1D4/AGT/CPT1B/MMP9/ATP2A2/CAMK2A/COL1A2/NCF1/CAMK2B/COX7B2/NDUFS6/TNNI3/SDHA/CYBB/PRKCG/NDUFS2/VDAC1/AGTR1/UQCRH/UQCRHL/CYC1/NDUFS8/NDUFV2/AKT3/CMA1/G6PD/GSR/COX6C/MAPK13/PRKCZ/PIK3R3/ATP5PD/ATP5MC1/NDUFV1/SDHC/NDUFB4/NDUFB9/TGFB2/COX6B1/VDAC3/SLC25A4/MTOR/NDUFS5/NDUFAB1/PIK3R2/COX6A1/PRKCD/PLCB1/NDUFB11/MT-ND6/PLN/NCF4/NDUFA10/UQCRQ/PRKCB/MAPK10/COX5B/NDUFS1/COX5A/ATP5MC3/IRS1/TGFB1/NDUFA12/PPP1CA/ATP5F1C/PTEN/NDUFB10/NDUFA11/PLCB3/ATP5F1E/PDHA1/RYR2/MAPK11/MAPK12/MPC1/MT-ND5/MPC2/ATP5MC2/ATP2A3/NFKB1/NDUFB3/RAC2/PPP1CC/PLCB2/NDUFA9/UQCRC1/GSK3B/NDUFB8/GYS1/NDUFA8/NDUFS3/NDUFA7/COX8A/PLCB4/ATP5F1B/CTSD/RAC1/PDK2/AKT2/NDUFA1/SLC25A5/REN/PPARA/SLC2A4/VDAC2/PDK3/PRKCA/COX7B/INSR/PIK3CA/NDUFV3/COX7A2/MT-ND3/ATP5PF/NDUFB2/MMP2/UQCRC2/UQCRFS1",137
"hsa00512","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","28/5608","36/9447",0.777777777777778,1.31021160247266,2.25377375827649,0.0161343892723294,0.0378630523365013,0.0179179013028794,"B3GNT3/GCNT3/B3GNT6/GALNT14/GALNT7/ST6GALNAC3/GALNT18/GALNT6/ST6GALNAC1/ST6GALNAC2/GALNT2/ST3GAL2/GALNT4/C1GALT1C1/GALNT16/C1GALT1/GALNT3/GCNT4/GALNT13/GALNT5/GALNT1/GALNTL6/GALNT15/C1GALT1C1L/GALNT10/GCNT1/GALNT17/GALNT9",28
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","28/5608","36/9447",0.777777777777778,1.31021160247266,2.25377375827649,0.0161343892723294,0.0378630523365013,0.0179179013028794,"MCM4/DNA2/POLE2/RFC4/FEN1/MCM6/MCM2/PRIM2/MCM7/PCNA/LIG1/RFC5/POLE/MCM3/RFC2/POLD2/RFC3/SSBP1/POLA2/RPA3/PRIM1/MCM5/POLD1/POLE3/POLA1/RPA2/POLD4/RFC1",28
"hsa00360","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","14/5608","16/9447",0.875,1.47398805278174,2.29333464041703,0.0161471127898162,0.0378630523365013,0.0179179013028794,"AOC3/PAH/ALDH3B2/IL4I1/MAOB/GOT1/GOT2/ALDH3A1/ALDH3B1/MAOA/TAT/DDC/HPD/AOC2",14
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","19/5608","23/9447",0.826086956521739,1.39159120511071,2.27246982730196,0.0162581982655294,0.0378630523365013,0.0179179013028794,"EXO1/RFC4/MSH2/PCNA/LIG1/RFC5/PMS2/RFC2/POLD2/MSH6/RFC3/SSBP1/RPA3/POLD1/MLH3/RPA2/POLD4/MLH1/RFC1",19
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","19/5608","23/9447",0.826086956521739,1.39159120511071,2.27246982730196,0.0162581982655294,0.0378630523365013,0.0179179013028794,"SLC25A10/CA4/ATP1A2/ATP1B2/SLC9A3/ATP1B1/SLC38A3/CA2/AQP1/GLS2/ATP1A3/ATP1B3/PCK1/GLUD1/ATP1A1/ATP1A4/PCK2/FXYD2/GLUD2",19
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","97/5608","142/9447",0.683098591549296,1.15071904321794,2.18712210012374,0.0168345333084657,0.0388723106801421,0.0183955118037378,"CDC20/UBE2C/CBLC/PIAS1/PIAS3/UBE2O/UBE2S/BRCA1/SOCS3/CUL7/SKP2/UBE2QL1/SYVN1/PRPF19/WWP2/UBE2Q1/ANAPC7/ANAPC1/TRIM37/NEDD4L/ELOC/ANAPC11/UBE2E2/VHL/NHLRC1/CBLB/CDC34/PPIL2/CUL4B/UBA6/HERC1/TRAF6/UBE2K/UBE2Z/AIRE/UBE2F/FANCL/ANAPC5/FBXO2/UBE2H/HERC4/UBR5/PRKN/DDB1/UBE2B/COP1/ANAPC16/FBXO4/UBE2J2/XIAP/UBE2W/RHOBTB2/UBA2/UBB/HUWE1/UBE2D1/UBE2E3/UBE2D3/KLHL9/RCHY1/UBE3C/UBE2U/UBOX5/UBA7/CBL/ITCH/UBE2I/FBXW7/SMURF1/BIRC6/CUL2/UBE2M/ELOB/UBE2R2/UBE2A/FZR1/ANAPC4/RHOBTB1/UBE4B/TRIM32/RNF7/UBC/SAE1/CDC27/UBE2G2/CDC23/CUL4A/MGRN1/ANAPC10/TRIP12/UBA1/MAP3K1/UBE4A/MID1/RPS27A/BIRC3/ANAPC15",97
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","44/5608","60/9447",0.733333333333333,1.23534236804565,2.21019836023057,0.0170962874362381,0.0388723106801421,0.0183955118037378,"GNAQ/PRKG2/GRIA1/PLA2G4F/PPP2CB/GUCY1A2/PLA2G4A/GNAI2/PRKG1/GNA11/PRKCG/PLA2G4C/PLA2G4D/KRAS/PLCB1/MAPK3/NOS1/GUCY1A1/GRIA2/PPP2R1B/PRKCB/ITPR1/PLCB3/GNAS/GNAZ/GUCY1B1/GNAO1/PLCB2/MAPK1/PLCB4/LYN/GNA12/GNAI1/ARAF/PRKCA/RYR1/GRID2/NRAS/GRM1/GNA13/RAF1/ITPR3/MAP2K2/HRAS",44
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","81/5608","117/9447",0.692307692307692,1.16623230549764,2.18668615010143,0.0171002848055039,0.0388723106801421,0.0183955118037378,"GPT2/PSAT1/CAT/CPS1/PFKP/PC/GAPDH/SHMT2/FBP1/ENO1/GPI/OGDHL/TPI1/RPE/HK3/GLDC/ENO3/IDH2/PKM/GPT/GCSH/PSPH/HKDC1/PRPS2/ALDOA/SDHA/GOT1/MDH2/FH/TKFC/PGK1/G6PD/GOT2/ESD/TKT/IDH1/ME3/PGP/SDSL/ACSS2/PCCB/SDHC/ALDOB/OGDH/ENO4/SDS/ENO2/DLAT/IDH3G/RGN/TALDO1/ECHS1/PGAM1/ACAT1/ALDOC/RPIA/IDNK/CS/PDHA1/HIBCH/ADH5/MCEE/PGAM4/PGD/PFKL/AMT/GLUD1/ME1/ACAT2/SHMT1/PHGDH/PRPS1/PGLS/H6PD/ADPGK/GLUD2/ACSS1/ACADS/ACO2/SUCLG2/ME2",81
"hsa03015","Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","72/5608","103/9447",0.699029126213592,1.17755494924034,2.18979720454451,0.0171396643632903,0.0388723106801421,0.0183955118037378,"CSTF2/PPP2R2C/MSI2/PABPC1L/ETF1/CPSF3/PPP2CB/PABPC1/CSTF3/CPSF6/SMG5/RNPS1/SMG7/MAGOHB/PPP2R3B/CPSF1/CPSF4/PABPC4/PPP2R5A/MSI1/PABPN1/ALYREF/EIF4A3/NCBP2/UPF3B/CSTF1/FIP1L1/NXF3/PABPC3/PNN/NCBP2L/NCBP1/SMG6/PABPC5/DAZAP1/PPP2R5B/DDX39B/FUS/BCL2L2-PABPN1/WDR33/PAPOLA/PPP2R3A/ACIN1/PPP2R1B/PCF11/CPSF2/MAGOH/PPP1CA/PYM1/PPP2R5E/TARDBP/SMG1/NXT2/SYMPK/CPSF7/WDR82/PPP1CC/RBM8A/NXT1/GSPT2/PAPOLG/PELO/CASC3/SAP18/RNMT/PPP2R2D/DDX19A/PPP2R5D/PPP2R5C/GLE1/CLP1/SRRM1",72
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","178/5608","271/9447",0.656826568265683,1.10646230214085,2.14917961760855,0.0178038200172238,0.040116399649199,0.0189842510094799,"TUBB3/SLC39A8/COX7A1/TRAP1/COX4I2/TUBB1/SLC39A11/TUBB2B/CALM1/UCHL1/GPR37/COX6B2/PPIF/KIF5A/HSPA5/GNAI2/NDUFA13/SNCA/SLC6A3/SLC39A7/SEM1/TUBB6/CASP3/PSMD4/DUSP1/PSMD11/SLC39A5/SLC39A4/PSMB4/TUBB8/PSMD14/CALML6/MAOB/CAMK2A/CALML5/PSMC4/TUBA1A/CAMK2B/COX7B2/LRRK2/NDUFS6/TUBA1C/SDHA/PSMA6/NDUFS2/TUBB4A/VDAC1/UQCRH/UQCRHL/PSMB3/TUBA4A/SLC39A10/NFE2L2/CYC1/NDUFS8/PSMA5/NDUFV2/KLC3/PSMB2/PSMD3/TUBA3D/TUBB2A/PSMB5/PSMC6/KLC2/SLC39A6/PSMD12/TUBB/PSMA1/PSMD1/COX6C/SLC39A14/TUBAL3/ATP5PD/PSMD2/ATP5MC1/NDUFV1/PRKACA/TH/TXN/PSMD7/PSMA2/PINK1/SDHC/ADRM1/PSMC5/MCU/MFN1/CYCS/NDUFB4/SEPTIN5/NDUFB9/KIF5C/COX6B1/VDAC3/SLC25A4/SLC39A1/NDUFS5/NDUFAB1/COX6A1/PRKN/DDIT3/NDUFB11/MT-ND6/SLC18A2/SOD1/NDUFA10/MFN2/UQCRQ/PSMA3/TP53/PARK7/PSMC2/UBE2J2/MAPK10/COX5B/NDUFS1/COX5A/ATP5MC3/XBP1/TUBA8/NDUFA12/UBB/MAOA/ATP5F1C/ITPR1/PSMD13/NDUFB10/NDUFA11/GNAS/ATP5F1E/PSMB7/UBA7/MT-ND5/TUBB8B/PSMA7/PSMA4/ATP5MC2/DAXX/EIF2AK3/PSMD8/NDUFB3/HTRA2/CALML4/NDUFA9/UQCRC1/NDUFB8/NDUFA8/NDUFS3/NDUFA7/COX8A/PSMC3/ATP5F1B/UBC/BAX/NDUFA1/SLC25A5/UBE2G2/PSMC1/GNAI1/VDAC2/PSMD9/UBA1/COX7B/NDUFV3/SLC39A3/COX7A2/MAPT/MT-ND3/ATP5PF/SLC11A2/NDUFB2/ITPR3/PSMB6/UQCRC2/RPS27A/UQCRFS1/EIF2S1",178
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","55/5608","77/9447",0.714285714285714,1.20325555329122,2.16439690522957,0.0187729499545486,0.0420271847369573,0.0198884902744284,"E2F2/TGFBR2/E2F3/CDKN2A/GADD45B/STAT5B/HDAC1/SHC3/PIK3R1/E2F1/GAB2/CRK/NFKBIA/STAT5A/SHC1/BAK1/CDKN1A/CDK4/AKT3/CTBP2/HDAC2/PIK3R3/KRAS/RUNX1/TGFB2/SMAD4/PIK3R2/MAPK3/TP53/IKBKB/CTBP1/TGFB1/GRB2/RB1/CBL/GADD45G/BCR/NFKB1/SOS2/MAPK1/GADD45A/PTPN11/BAX/AKT2/MECOM/POLK/ARAF/CDKN1B/NRAS/PIK3CA/SHC2/RAF1/MYC/MAP2K2/HRAS",55
"hsa04974","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","73/5608","105/9447",0.695238095238095,1.17116873853678,2.13166073279034,0.0198367094523382,0.0441239626920599,0.0208807467919349,"COL10A1/COL11A1/KCNN4/COL17A1/COL1A1/COL22A1/COL3A1/COL7A1/PRSS3/PRSS2/COL6A6/COL5A2/COL24A1/SLC1A1/SLC15A1/COL5A1/SLC7A7/PRSS1/ATP1A2/MME/COL25A1/ATP1B2/COL9A2/SLC9A3/SLC7A9/CELA2B/KCNK5/COL1A2/ATP1B1/COL9A3/COL13A1/CPA3/COL2A1/COL6A3/CPB2/SLC8A3/COL9A1/COL6A5/COL4A4/COL18A1/COL4A3/COL11A2/SLC8A1/SLC1A5/DPP4/ATP1A3/SLC8A2/ATP1B3/SLC36A4/SLC16A10/PRCP/COL28A1/COL4A5/COL27A1/COL16A1/MEP1A/ELN/SLC36A1/XPNPEP2/COL15A1/COL19A1/COL5A3/SLC3A2/ATP1A1/COL4A2/KCNQ1/COL4A6/SLC3A1/ATP1A4/FXYD2/COL8A2/COL6A1/SLC7A8",73
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","27/5608","35/9447",0.771428571428571,1.29951599755451,2.14551721515074,0.0215622088974514,0.0476566018306728,0.022552494723449,"AKR1B10/AKR1B15/PFKP/GMPPA/PMM2/SORD/FBP1/GMDS/GFUS/TPI1/HK3/HKDC1/ALDOA/TKFC/MPI/ALDOB/PFKFB4/GMPPB/PFKFB2/TIGAR/ALDOC/FCSK/PFKFB3/PFKL/PMM1/PFKFB1/KHK",27
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","39/5608","53/9447",0.735849056603774,1.23958024923963,2.11389098332138,0.0221909411488776,0.0485599641855842,0.0229799921521345,"GNAQ/PTH1R/KL/ATP1A2/ATP1B2/ADCY9/CLTC/ATP1B1/PRKCG/CALB1/SLC8A3/DNM1/SLC8A1/PRKACA/ATP1A3/SLC8A2/ATP1B3/VDR/PLCB1/ATP2B4/PRKCB/DNM2/PLCB3/GNAS/ESR1/RAB11A/DNM3/PLCB2/ATP1A1/BDKRB2/PLCB4/AP2A1/ATP2B1/ATP1A4/AP2S1/FXYD2/PRKCA/ATP2B3/CLTCL1",39
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","31/5608","41/9447",0.75609756097561,1.27369002470339,2.12259592916006,0.022394706717633,0.0485599641855842,0.0229799921521345,"PSAT1/AOC3/ALAS2/SHMT2/GLDC/GCSH/PSPH/MAOB/DMGDH/GCAT/CTH/GAMT/ALAS1/BHMT/SDSL/SDS/CBS/GNMT/PGAM1/GATM/MAOA/PGAM4/AMT/SHMT1/AOC2/SRR/PHGDH/LOC102724560/CHDH/PIPOX/ALDH7A1",31
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","35/5608","47/9447",0.74468085106383,1.25445791726106,2.11358582368281,0.0225251307305648,0.0485599641855842,0.0229799921521345,"GALNT14/GALNT7/MFNG/B4GALT2/GALNT18/B4GALT3/EOGT/GALNT6/GALNT2/LFNG/POMT2/GALNT4/C1GALT1C1/GALNT16/POFUT2/OGT/ST3GAL3/C1GALT1/GALNT3/RFNG/GALNT13/GALNT5/GALNT1/GALNTL6/COLGALT2/XXYLT1/GALNT15/B4GALT1/C1GALT1C1L/POFUT1/GALNT10/PLOD3/GXYLT2/GALNT17/GALNT9",35
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","33/5608","44/9447",0.75,1.26341833095578,2.11669376690513,0.0225307038440319,0.0485599641855842,0.0229799921521345,"VAMP2/NSF/CREB3L4/AQP4/AVPR2/ADCY9/CREB3L2/DCTN5/PRKACA/DYNC1LI1/RAB5B/DCTN1/DYNC2H1/DCTN6/DYNC1I1/GNAS/RAB11A/DYNC2LI1/STX4/DYNC1LI2/ARHGDIG/CREB5/RAB5A/DCTN4/RAB11B/RAB5C/CREB3L1/ARHGDIB/DCTN2/CREB3/CREB3L3/AQP3/ARHGDIA",33
